Postcode,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Double Orphan Pension,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Commonwealth Seniors Health Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice)
3076,6,13,"2,435",51,"1,282",25,621,<5,"1,203","3,145","2,447","2,795",796,"1,221",286,413,7,"5,281",107,12,22,21,0,11,12,135,323
3078,<5,<5,823,47,182,<5,40,0,387,286,220,574,324,212,8,43,<5,"1,382",152,<5,<5,5,0,<5,0,19,153
3079,0,0,"1,150",26,259,<5,74,<5,281,400,319,601,307,193,17,39,0,"1,650",380,0,0,11,0,<5,0,16,134
3081,6,5,"1,354",42,473,11,217,<5,959,"1,063",914,"1,326",467,726,121,219,0,"3,118",69,8,6,15,0,5,<5,89,186
3082,5,11,"2,765",48,"1,201",25,493,<5,"1,000","2,076","1,519","2,267",917,942,127,250,6,"4,999",134,11,11,22,0,11,7,109,304
3083,13,5,"3,798",87,990,22,305,<5,849,"1,547","1,145","2,302","1,202",747,80,158,<5,"5,466",329,13,10,16,0,15,<5,86,686
3084,<5,<5,"2,703",34,510,17,120,<5,518,878,625,"1,206",579,365,37,82,<5,"3,604",757,6,12,5,0,<5,<5,48,204
3085,0,0,"1,461",22,320,13,82,0,278,601,444,681,313,197,20,56,<5,"1,989",210,<5,<5,12,0,0,<5,28,132
3086,0,0,0,<5,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5
3087,<5,<5,"1,142",15,302,13,95,0,305,483,375,534,209,209,19,69,0,"1,725",108,<5,0,9,0,<5,0,24,68
3088,<5,0,"2,992",40,631,22,157,<5,558,"1,281",991,"1,393",649,522,38,166,<5,"4,150",393,10,7,13,0,<5,<5,38,178
3089,0,0,790,13,226,10,50,0,201,534,395,571,270,143,10,64,0,"1,187",131,7,0,<5,0,0,0,26,71
3090,0,0,101,<5,40,<5,7,0,26,60,36,87,40,26,0,<5,0,150,40,0,0,0,0,0,0,<5,10
3091,0,0,108,<5,35,<5,6,0,20,39,27,54,24,19,0,<5,0,150,44,0,0,<5,0,0,0,<5,<5
3093,<5,0,425,<5,63,6,13,0,75,120,95,208,72,124,<5,16,0,581,136,5,<5,<5,0,<5,0,6,22
3094,<5,<5,930,8,174,8,43,0,165,382,298,428,178,159,6,48,0,"1,272",181,5,<5,9,0,<5,<5,12,52
3095,<5,<5,"1,957",38,497,24,99,0,382,961,682,"1,242",605,336,14,85,<5,"2,735",575,7,<5,13,0,0,<5,35,156
3096,0,0,180,5,45,0,19,0,38,102,63,104,57,30,<5,8,<5,265,40,<5,0,<5,0,<5,0,<5,11
3097,0,0,94,<5,25,<5,5,0,11,62,35,62,22,10,<5,<5,0,117,50,0,0,<5,0,0,0,0,5
3099,<5,0,381,10,103,<5,20,<5,66,267,188,286,136,88,13,26,0,554,82,<5,0,<5,0,<5,0,8,27
3101,<5,5,"1,307",59,288,6,47,0,455,418,310,783,411,230,9,34,0,"1,941",662,<5,<5,9,0,0,<5,12,236
3102,0,0,481,6,123,<5,22,0,70,166,120,243,100,74,7,19,<5,624,190,0,0,<5,0,<5,0,<5,43
3103,0,0,"1,223",21,218,<5,41,0,210,452,324,627,302,150,13,31,0,"1,573",506,7,6,<5,0,0,<5,9,140
3104,0,0,"1,385",30,363,8,80,0,185,667,420,873,400,213,16,25,0,"1,776",660,0,8,8,0,0,<5,14,200
3105,<5,0,"1,710",14,357,6,90,0,188,418,292,515,237,166,15,27,<5,"2,108",345,<5,<5,9,0,<5,<5,13,80
3106,0,0,"1,736",21,337,<5,86,0,224,549,390,718,334,214,19,41,<5,"2,174",546,<5,<5,6,0,<5,0,10,117
3107,0,0,"1,940",17,380,9,104,0,227,530,372,685,318,212,24,41,0,"2,446",572,<5,10,11,0,7,<5,20,97
3108,0,0,"2,786",26,551,9,157,0,411,924,660,"1,162",526,389,47,60,<5,"3,620",845,<5,14,15,0,<5,<5,33,178
3109,<5,<5,"3,498",33,633,9,177,0,408,"1,404",969,"1,574",750,432,52,75,6,"4,425",782,<5,17,23,0,<5,<5,37,254
3111,0,0,"1,425",13,245,9,67,<5,205,477,330,556,238,159,24,39,<5,"1,827",342,5,<5,6,0,<5,0,13,71
3113,<5,0,528,16,143,5,24,<5,104,253,161,321,152,67,7,21,0,707,200,<5,0,<5,0,0,0,8,48
3114,0,0,275,<5,51,0,13,0,25,70,48,110,61,23,<5,<5,0,329,87,<5,0,0,0,0,0,<5,19
3115,0,0,219,<5,55,<5,7,<5,46,123,81,131,64,23,<5,7,0,296,82,0,0,<5,0,0,0,<5,21
3116,0,0,"1,167",10,243,5,66,0,228,575,411,504,232,204,21,56,<5,"1,640",191,<5,0,6,0,<5,<5,22,53
3121,<5,<5,"1,948",112,472,8,219,0,871,797,685,"1,467",658,855,78,157,0,"3,635",227,5,10,35,<5,6,<5,60,333
3122,<5,<5,892,80,171,<5,28,0,349,330,277,911,598,245,9,30,0,"1,411",425,<5,<5,6,0,<5,0,24,428
3123,<5,0,733,48,116,<5,25,0,183,251,206,473,269,137,6,21,0,"1,028",297,<5,0,7,0,0,0,10,178
3124,0,0,"1,608",24,279,13,37,<5,243,445,341,792,416,171,16,31,<5,"2,000",740,5,5,5,0,0,<5,18,222
3125,<5,<5,"1,463",32,242,<5,76,<5,275,454,331,865,518,247,21,47,<5,"1,971",245,<5,6,8,0,<5,0,22,356
3126,0,0,515,12,89,<5,18,0,72,120,81,225,124,51,0,7,0,637,300,0,0,<5,0,0,0,<5,54
3127,<5,<5,"1,214",25,222,12,33,0,219,395,298,711,372,149,20,32,0,"1,573",521,<5,6,<5,0,<5,<5,17,182
3128,<5,<5,"1,668",42,293,<5,84,0,450,734,563,"1,104",546,384,49,59,<5,"2,457",278,<5,13,25,0,0,<5,35,204
3129,0,0,"1,750",36,311,10,93,0,331,715,546,829,352,276,41,57,<5,"2,391",312,<5,10,18,0,0,0,23,129
3130,<5,<5,"3,691",60,643,16,163,<5,689,"1,261",920,"1,591",718,452,59,91,<5,"4,883",752,<5,11,24,<5,<5,0,44,239
3131,0,0,"2,896",35,459,11,137,<5,625,"1,114",798,"1,250",508,445,57,87,<5,"3,994",399,<5,12,23,0,<5,0,43,176
3132,<5,<5,"1,642",38,282,5,75,<5,410,742,533,826,363,288,31,48,<5,"2,352",270,<5,<5,10,0,0,0,37,106
3133,0,<5,"2,836",25,457,14,103,<5,363,"1,011",703,"1,125",517,269,46,59,<5,"3,508",687,<5,<5,14,0,<5,<5,29,152
3134,<5,<5,"3,411",60,670,19,182,<5,928,"1,732","1,281","1,918",690,710,143,168,<5,"5,040",548,9,14,13,0,<5,<5,86,238
3135,<5,<5,"2,208",19,402,9,100,<5,587,"1,057",801,"1,208",472,498,74,127,0,"3,297",316,9,<5,14,0,<5,<5,48,144
3136,<5,6,"5,372",62,922,27,293,0,"1,371","2,778","2,168","2,687",986,"1,056",173,394,5,"8,012",624,14,8,23,0,<5,0,120,275
3137,<5,0,"1,930",15,346,13,100,0,417,957,729,819,295,336,37,138,0,"2,797",88,<5,0,9,0,<5,<5,48,69
3138,0,<5,"2,269",19,533,22,163,<5,691,"1,518","1,148","1,500",558,557,88,198,<5,"3,652",165,8,0,21,0,<5,5,71,154
3139,<5,<5,"1,268",8,328,10,96,0,352,"1,105",806,841,312,305,45,146,<5,"2,071",140,<5,0,9,0,<5,<5,44,73
3140,<5,<5,"2,056",23,398,12,112,0,561,"1,082",793,959,370,423,27,158,<5,"3,181",183,8,5,15,0,<5,0,62,88
3141,<5,<5,"1,054",72,249,<5,112,0,486,419,361,840,393,428,26,82,<5,"1,933",286,6,11,13,0,0,0,48,225
3142,0,<5,571,30,104,<5,18,0,115,153,126,322,142,144,5,17,0,767,361,<5,<5,8,0,0,0,10,81
3143,<5,0,567,9,91,<5,21,0,135,178,151,268,120,99,5,22,0,787,211,<5,0,<5,0,<5,0,<5,73
3144,0,0,621,15,114,0,22,0,100,148,120,228,103,74,<5,17,0,784,338,<5,<5,0,0,0,0,<5,78
3145,0,<5,"1,501",22,325,<5,66,<5,331,432,336,690,313,251,7,42,<5,"2,055",508,<5,<5,8,0,<5,0,23,168
3146,0,0,"1,419",38,313,16,47,0,237,444,322,703,340,204,7,42,0,"1,827",647,<5,<5,8,0,<5,0,11,180
3147,0,0,"1,261",29,347,12,113,0,500,541,435,744,288,285,25,77,<5,"2,118",268,<5,5,15,0,<5,<5,26,127
3148,0,<5,854,23,202,5,67,0,301,405,316,545,209,240,19,48,<5,"1,394",93,0,<5,8,0,<5,<5,20,98
3149,<5,0,"3,741",38,672,18,165,0,554,"1,377",954,"1,601",765,435,38,76,<5,"4,803","1,080",<5,14,18,0,7,<5,31,323
3150,<5,0,"7,368",64,"1,198",22,342,<5,802,"2,595","1,753","3,085","1,537",745,101,141,12,"9,121","1,872",8,54,56,0,5,<5,56,516
3151,<5,0,"1,586",21,273,<5,76,0,249,450,317,578,292,175,20,22,<5,"2,023",272,0,<5,6,0,<5,0,16,88
3152,<5,0,"4,132",41,776,22,245,<5,681,"1,691","1,206","1,830",803,593,89,166,7,"5,557",482,11,19,33,0,9,<5,60,243
3153,<5,0,"2,446",30,491,14,161,0,784,"1,486","1,175","1,361",454,638,81,215,<5,"3,978",180,12,<5,10,0,<5,6,81,130
3154,0,0,476,6,94,<5,26,0,140,289,202,254,97,120,14,31,0,734,27,<5,0,<5,0,0,0,9,30
3155,<5,<5,"2,801",34,567,18,186,<5,845,"1,609","1,273","1,483",510,710,83,265,5,"4,546",202,10,<5,20,0,<5,<5,67,159
3156,<5,<5,"3,973",41,897,30,272,<5,"1,134","2,257","1,675","2,207",850,899,89,289,11,"6,161",272,10,8,18,0,<5,<5,96,202
3158,<5,0,484,10,130,<5,35,0,153,367,279,396,180,158,12,49,<5,820,63,<5,<5,5,0,0,0,15,43
3159,0,0,176,<5,51,<5,15,0,56,157,115,136,57,69,<5,13,0,310,18,<5,0,<5,0,0,0,7,15
3160,<5,<5,752,21,188,<5,44,0,232,549,409,531,214,249,17,60,0,"1,225",62,<5,0,6,0,<5,0,17,62
3161,<5,0,924,41,200,7,40,0,226,383,308,565,255,165,32,28,0,"1,277",316,<5,<5,<5,0,0,0,14,130
3162,0,0,"1,600",28,344,5,84,0,362,461,348,652,293,263,19,36,0,"2,200",505,<5,<5,10,0,0,<5,12,159
3163,0,0,"2,745",67,580,6,128,0,726,"1,027",796,"1,322",564,503,36,71,<5,"3,946",431,7,6,22,0,<5,<5,33,260
3164,0,0,<5,0,0,0,0,0,0,<5,<5,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0
3165,<5,<5,"3,059",34,683,8,169,0,517,"1,238",888,"1,230",475,421,34,101,6,"4,080",362,8,6,15,0,<5,<5,31,192
3166,<5,0,"2,476",27,576,10,187,0,531,946,707,"1,173",524,477,44,79,<5,"3,559",239,7,15,20,0,5,<5,42,233
3167,0,<5,"1,312",15,307,7,101,0,311,473,340,521,238,200,13,44,0,"1,893",107,<5,6,6,0,8,<5,16,69
3168,5,0,"1,625",36,318,<5,108,0,368,775,599,"1,177",701,345,39,52,<5,"2,341",157,<5,13,<5,0,<5,<5,21,424
3169,0,<5,"2,652",21,652,8,282,<5,711,"1,199",881,"1,272",525,514,76,91,<5,"4,023",110,<5,20,18,0,7,<5,49,199
3170,0,<5,"2,602",18,542,14,191,<5,436,"1,010",705,984,442,382,47,87,7,"3,586",298,5,10,20,0,7,0,33,149
3171,0,<5,"2,613",38,804,25,498,<5,820,"1,821","1,391","2,023",781,942,189,170,12,"4,631",83,5,33,34,0,7,6,67,299
3172,<5,<5,"2,812",26,637,33,296,<5,636,"1,734","1,291","1,818",737,707,133,202,<5,"4,391",259,<5,20,27,0,<5,<5,59,295
3173,<5,0,"2,584",24,749,34,359,<5,694,"2,006","1,432","1,866",745,684,120,222,7,"4,266",126,6,21,27,0,<5,<5,56,297
3174,<5,5,"4,652",70,"1,257",31,676,<5,"1,910","3,572","2,826","3,473","1,166","1,632",286,491,6,"8,654",200,22,33,54,0,15,8,176,466
3175,0,7,"6,343",105,"1,916",31,"1,044",10,"3,001","4,960","3,985","5,776","1,527","3,155",615,601,17,"12,608",265,14,125,67,0,28,15,350,624
3176,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
3177,<5,5,"1,404",23,492,10,261,<5,800,"1,212","1,012","1,297",306,707,129,237,0,"3,079",20,8,24,11,0,5,<5,97,119
3178,<5,<5,"2,906",42,822,33,263,<5,575,"1,894","1,284","1,916",921,599,54,136,<5,"4,228",324,6,13,25,0,<5,<5,47,259
3179,0,0,598,9,140,<5,48,0,127,386,277,420,180,155,19,39,0,902,55,<5,<5,7,0,<5,<5,16,74
3180,<5,<5,"1,044",10,177,6,51,0,174,498,350,477,200,161,22,54,<5,"1,418",108,<5,<5,7,0,0,0,19,74
3181,<5,0,"1,515",76,288,8,86,0,585,343,280,891,453,449,17,43,<5,"2,406",210,6,9,18,0,<5,<5,36,225
3182,<5,<5,"1,156",66,203,<5,80,0,"1,097",473,409,"1,159",441,905,26,95,<5,"2,812",208,13,<5,11,0,<5,<5,44,183
3183,<5,0,955,71,234,<5,79,0,530,674,547,"1,064",387,494,85,51,<5,"1,808",145,<5,<5,9,0,0,<5,39,173
3184,<5,0,658,54,132,<5,28,0,273,429,357,613,229,347,15,82,<5,"1,175",166,<5,0,6,0,0,0,20,84
3185,0,<5,962,26,185,5,44,<5,248,368,275,541,213,196,35,29,0,"1,364",241,<5,<5,<5,0,<5,0,13,85
3186,0,0,"1,403",19,240,<5,48,0,226,344,274,498,203,185,9,41,0,"1,812",843,<5,<5,7,0,<5,0,13,97
3187,<5,<5,"1,477",17,260,7,38,0,203,349,253,477,193,160,8,34,0,"1,831",512,<5,<5,6,0,0,0,10,68
3188,<5,0,"1,487",23,350,7,104,<5,556,507,379,603,214,261,12,69,0,"2,373",378,7,0,10,0,<5,<5,18,92
3189,0,0,759,9,146,<5,38,0,237,257,185,301,123,129,12,18,0,"1,130",105,0,<5,<5,0,<5,<5,16,38
3190,0,0,"1,113",10,213,<5,71,0,293,442,355,447,167,203,17,59,<5,"1,662",134,<5,<5,5,<5,<5,0,18,59
3191,0,0,968,9,113,<5,22,0,142,203,167,254,121,95,5,33,<5,"1,214",274,5,0,<5,0,0,<5,5,44
3192,6,<5,"2,910",28,469,17,136,<5,604,977,751,"1,074",444,446,37,97,<5,"3,973",393,7,<5,15,0,<5,<5,42,138
3193,0,0,"1,728",22,245,5,41,0,183,377,269,489,226,139,5,39,0,"2,044",806,<5,0,7,0,<5,0,<5,76
3194,<5,0,"1,531",8,233,<5,65,<5,316,499,391,564,230,232,16,59,<5,"2,113",313,<5,0,8,0,<5,0,24,81
3195,0,<5,"3,446",36,708,21,180,<5,747,"1,487","1,076","1,511",634,557,35,141,0,"4,845",472,7,14,22,0,<5,<5,42,237
3196,<5,<5,"3,199",41,538,7,187,<5,750,"1,369","1,081","1,302",519,634,42,198,<5,"4,697",271,9,<5,23,0,<5,<5,44,143
3197,<5,0,"1,379",7,215,7,65,<5,294,593,470,577,219,298,8,104,0,"2,000",173,7,0,7,0,0,0,37,57
3198,0,<5,"2,217",25,434,11,191,<5,810,"1,212",991,"1,162",370,725,44,218,<5,"3,852",119,6,<5,9,0,<5,<5,95,109
3199,9,10,"7,307",95,"1,508",50,612,<5,"2,617","4,121","3,403","3,826","1,261","2,259",171,787,<5,"12,676",663,29,8,49,<5,<5,10,278,421
3200,0,<5,828,9,299,6,160,<5,535,650,586,584,123,504,39,194,<5,"2,063",9,<5,0,<5,0,0,<5,65,37
3201,<5,<5,"1,976",33,615,17,234,<5,704,"2,065","1,630","1,574",483,723,100,402,<5,"3,749",34,8,<5,12,0,<5,<5,108,131
3202,<5,0,181,<5,56,0,15,0,54,155,117,131,46,50,<5,11,<5,292,26,<5,<5,<5,0,0,0,5,17
3204,<5,0,"2,532",48,595,8,157,0,547,"1,097",797,"1,313",572,426,30,77,<5,"3,547",397,<5,11,14,0,<5,<5,24,224
3205,0,<5,803,20,202,<5,88,0,567,313,281,554,184,377,18,70,<5,"1,699",151,<5,5,5,0,0,<5,27,73
3206,0,0,870,16,171,<5,30,0,175,174,144,258,101,125,<5,16,0,"1,147",306,<5,<5,<5,0,<5,0,<5,34
3207,<5,0,"1,183",21,297,<5,113,<5,515,418,354,560,185,347,9,75,<5,"2,054",294,0,<5,9,0,<5,<5,22,66
3211,0,0,119,0,28,<5,10,0,27,83,64,66,18,33,<5,18,<5,195,10,<5,0,0,0,<5,0,<5,<5
3212,<5,<5,"1,627",19,461,20,165,<5,405,"1,119",883,995,356,415,42,186,<5,"2,613",112,8,0,14,0,<5,<5,51,72
3213,<5,0,339,<5,123,<5,41,<5,95,246,168,280,104,105,12,26,<5,561,52,0,0,<5,0,<5,0,12,24
3214,6,18,"3,238",35,"1,448",46,813,8,"2,259","2,826","2,443","3,191",753,"2,133",218,777,9,"8,211",43,19,8,42,0,9,7,371,225
3215,<5,6,"3,550",27,772,22,322,<5,858,"1,424","1,139","1,500",467,852,95,267,<5,"5,422",184,7,<5,23,0,10,8,92,178
3216,19,16,"7,536",116,"1,454",58,472,<5,"1,566","3,217","2,432","3,930","1,926","1,389",136,444,5,"10,773",815,21,<5,36,0,<5,10,196,"1,021"
3217,<5,<5,262,5,103,11,26,0,71,475,364,362,133,101,21,61,0,487,69,<5,<5,5,0,<5,0,18,58
3218,0,<5,"1,407",29,295,11,105,0,552,752,613,897,346,441,35,115,0,"2,406",114,9,0,11,0,<5,<5,60,154
3219,<5,5,"3,128",43,800,33,359,<5,"1,368","1,626","1,338","1,819",623,"1,082",87,359,6,"5,844",134,12,<5,19,0,<5,8,168,178
3220,<5,<5,"1,413",48,289,10,94,0,510,548,429,997,484,491,10,71,<5,"2,330",336,6,<5,8,0,<5,0,73,232
3221,0,0,45,0,12,<5,<5,0,14,27,15,34,14,<5,<5,<5,0,66,25,0,0,0,0,0,0,<5,7
3222,0,<5,"2,555",20,514,15,218,<5,432,"1,054",776,977,348,429,42,170,<5,"3,625",228,5,0,12,<5,<5,<5,54,93
3223,<5,0,"1,960",10,343,<5,160,<5,390,433,356,529,195,315,30,87,<5,"2,784",181,<5,<5,11,0,<5,<5,31,29
3224,<5,<5,"2,093",19,473,27,166,0,383,"1,049",787,936,328,382,48,161,<5,"3,038",171,<5,<5,16,0,<5,0,59,73
3225,0,0,876,<5,76,<5,25,0,64,163,120,160,81,63,<5,18,0,"1,020",232,<5,0,0,0,0,0,<5,13
3226,<5,<5,"1,872",19,280,16,100,0,268,868,642,723,311,270,23,121,<5,"2,537",244,5,0,<5,0,<5,0,25,71
3227,0,0,428,<5,70,6,19,0,69,212,152,195,81,83,11,21,<5,590,127,<5,0,<5,0,0,0,<5,13
3228,<5,<5,"1,663",41,255,14,77,<5,264,921,674,802,331,285,35,91,<5,"2,232",285,<5,<5,7,0,0,0,22,83
3230,0,0,428,<5,40,<5,12,0,54,125,88,117,54,48,7,5,<5,518,101,0,0,0,0,0,0,<5,14
3231,0,0,160,<5,12,0,6,0,24,66,47,60,26,24,<5,7,<5,210,42,0,0,<5,0,0,0,0,8
3232,<5,0,144,0,12,0,<5,0,15,43,29,45,19,23,<5,<5,0,175,61,0,0,0,0,0,0,0,<5
3233,0,0,343,0,33,<5,16,0,77,132,92,157,65,72,10,9,<5,493,77,0,0,<5,0,0,0,<5,9
3234,0,0,22,0,<5,0,<5,0,6,0,0,<5,<5,<5,0,0,0,30,6,0,0,0,0,0,0,0,0
3235,0,0,19,0,5,0,<5,0,13,31,23,29,11,15,<5,<5,0,45,11,0,0,0,0,0,0,<5,<5
3236,0,0,31,0,6,0,<5,0,8,16,13,22,9,14,0,<5,0,50,5,0,0,0,0,0,0,0,<5
3237,0,0,20,0,<5,0,<5,0,13,19,13,31,17,7,<5,0,0,40,6,0,0,<5,0,0,0,0,<5
3238,0,0,24,0,<5,0,<5,0,10,21,14,25,11,10,0,<5,0,44,8,0,0,0,0,0,0,<5,<5
3239,0,0,51,0,13,0,5,<5,22,31,25,36,19,17,<5,5,0,97,13,<5,0,0,0,0,<5,0,<5
3240,0,<5,141,5,41,<5,10,0,34,112,52,101,42,23,6,6,0,197,34,0,0,0,0,<5,0,<5,10
3241,0,0,358,<5,99,<5,39,0,136,195,149,162,61,88,6,46,<5,637,42,<5,0,<5,0,<5,<5,14,15
3242,0,0,103,<5,12,0,<5,0,32,59,37,41,18,13,<5,6,0,152,24,<5,0,<5,0,0,0,<5,<5
3243,0,0,26,0,6,0,<5,0,10,24,12,25,11,9,0,<5,0,47,17,0,0,<5,0,0,0,0,0
3249,0,<5,328,<5,74,<5,39,0,114,224,141,254,95,85,<5,13,0,540,65,0,<5,<5,0,0,<5,10,17
3250,<5,<5,"1,989",10,370,13,148,<5,700,953,704,865,287,466,47,171,<5,"3,284",152,<5,0,13,0,<5,6,71,52
3251,0,0,85,0,22,0,10,0,32,39,24,42,15,18,<5,6,0,142,12,<5,0,0,0,0,<5,<5,<5
3254,0,0,29,0,9,0,5,0,14,36,27,24,6,5,<5,<5,0,55,0,0,0,0,0,0,0,<5,<5
3260,0,<5,812,5,134,8,47,0,229,342,236,340,122,147,17,58,<5,"1,236",109,<5,0,9,0,0,<5,23,22
3264,0,<5,412,5,77,<5,32,0,125,184,123,156,60,78,12,38,<5,663,50,0,0,6,0,0,<5,7,17
3265,0,0,184,<5,62,<5,20,0,59,182,115,184,53,69,9,15,<5,322,27,0,0,0,0,<5,0,<5,7
3266,0,0,451,<5,81,<5,37,0,104,207,153,228,78,65,20,29,0,664,64,5,0,<5,0,0,<5,12,7
3267,0,0,11,0,5,0,<5,0,<5,20,12,34,13,5,<5,<5,0,19,11,0,0,0,0,0,0,<5,0
3268,0,<5,267,<5,47,<5,17,0,59,198,135,177,56,67,<5,20,0,412,51,0,0,<5,0,<5,<5,<5,11
3269,0,0,31,<5,7,0,<5,0,14,40,24,34,11,14,0,6,0,63,15,0,0,<5,0,0,0,<5,<5
3270,0,0,32,0,5,0,<5,0,5,15,13,18,<5,10,<5,<5,0,45,9,0,0,0,0,0,0,0,0
3271,0,0,14,0,6,0,<5,0,8,17,8,11,<5,8,0,<5,0,30,<5,0,0,0,0,0,0,0,<5
3272,0,<5,302,<5,56,<5,33,0,68,140,94,122,43,69,7,25,<5,477,19,0,0,<5,0,<5,<5,<5,7
3273,0,<5,10,<5,<5,0,<5,0,6,11,8,8,<5,<5,0,<5,0,21,<5,0,0,0,0,0,0,0,0
3274,0,0,21,0,7,0,<5,0,11,26,17,24,9,16,0,<5,0,51,7,0,0,0,0,0,0,<5,<5
3275,0,0,21,0,9,0,<5,0,8,34,20,23,10,7,0,<5,0,37,8,0,0,0,0,0,0,0,<5
3276,0,0,26,0,16,0,<5,0,15,33,20,22,10,15,0,<5,0,57,14,0,0,0,0,0,<5,<5,0
3277,0,0,129,<5,47,0,19,<5,42,97,64,93,44,42,<5,12,<5,233,37,0,0,<5,0,0,0,<5,8
3278,0,<5,28,0,10,<5,7,0,15,29,22,29,7,17,<5,<5,0,64,9,0,0,0,0,0,0,5,0
3279,0,0,19,0,6,<5,<5,0,9,18,7,10,<5,6,<5,0,0,36,6,0,0,<5,0,0,0,<5,0
3280,5,19,"4,373",45,896,39,324,<5,"1,324","2,401","1,829","2,488","1,096","1,254",125,467,5,"7,362",388,20,<5,40,0,7,12,200,256
3281,<5,0,109,<5,33,<5,9,0,18,109,62,104,57,30,6,6,<5,162,22,0,0,0,0,0,0,<5,6
3282,<5,<5,273,<5,76,<5,26,0,79,194,140,152,55,72,8,29,0,452,29,<5,0,<5,0,0,0,6,9
3283,<5,<5,100,<5,43,0,9,0,43,91,59,93,36,24,<5,9,0,177,17,0,0,<5,0,<5,<5,6,6
3284,0,<5,607,0,69,0,25,0,108,210,144,191,75,80,10,26,<5,823,104,0,0,<5,0,<5,<5,7,11
3285,0,0,114,0,25,<5,13,0,25,64,45,69,31,27,<5,<5,0,172,29,0,0,0,0,0,0,<5,<5
3286,0,0,84,0,21,0,8,0,33,43,28,30,14,21,0,7,<5,148,10,0,0,0,0,0,0,<5,0
3287,0,0,23,0,<5,0,<5,0,8,29,16,31,14,5,<5,<5,0,38,5,0,0,<5,0,0,<5,0,<5
3289,0,<5,112,0,20,0,10,0,45,66,46,44,19,18,<5,7,0,185,14,0,0,0,0,0,0,<5,<5
3292,0,0,56,0,5,0,<5,0,<5,7,6,7,<5,5,<5,<5,0,67,7,0,0,0,0,0,<5,0,0
3293,0,0,36,0,14,0,7,0,27,26,17,19,7,14,<5,<5,0,79,5,0,0,0,0,0,0,<5,<5
3294,0,<5,111,<5,17,<5,9,0,28,59,40,63,28,15,<5,5,0,164,25,<5,0,<5,0,0,0,0,<5
3300,0,<5,"1,695",6,279,7,128,0,454,759,543,782,286,379,51,124,0,"2,616",180,<5,0,7,0,<5,0,95,46
3301,0,<5,95,0,20,0,10,0,17,67,41,65,33,13,<5,<5,0,134,36,0,0,<5,0,0,0,<5,6
3302,0,0,38,<5,9,0,<5,0,15,32,16,29,6,9,<5,<5,<5,65,<5,<5,0,0,0,0,0,<5,<5
3303,0,0,21,0,7,0,<5,0,5,31,24,29,12,8,0,7,0,40,6,0,0,0,0,0,0,<5,<5
3304,<5,<5,418,<5,117,5,61,<5,148,205,159,155,40,102,9,40,<5,742,44,0,0,<5,0,<5,<5,15,<5
3305,<5,12,"1,843",13,503,16,265,<5,724,914,738,"1,023",314,638,75,167,<5,"3,414",183,8,0,21,<5,6,<5,113,51
3309,0,0,20,0,6,0,<5,0,6,8,<5,10,<5,<5,<5,<5,0,32,9,0,0,0,0,0,0,0,0
3310,0,0,64,<5,9,0,<5,0,24,17,9,21,<5,22,<5,0,0,105,6,0,0,<5,0,0,0,0,0
3311,0,0,473,<5,48,<5,20,0,95,113,72,113,48,62,6,18,0,655,26,0,0,5,0,0,<5,9,6
3312,0,0,107,0,18,<5,12,0,35,58,34,46,12,37,<5,<5,0,180,27,0,0,0,0,<5,0,<5,<5
3314,0,<5,59,0,5,0,<5,0,11,45,27,37,19,16,<5,<5,0,86,15,0,0,0,0,0,0,<5,<5
3315,0,0,286,<5,43,<5,17,0,78,124,92,139,49,78,7,16,0,454,41,<5,0,<5,0,<5,0,<5,9
3317,0,0,22,0,6,0,0,0,5,11,10,5,<5,<5,0,<5,0,31,5,0,0,<5,0,0,0,0,<5
3318,0,0,254,0,48,<5,20,0,54,82,53,62,20,40,<5,8,<5,359,31,0,0,0,0,0,<5,<5,5
3319,0,0,54,0,6,0,<5,0,19,15,12,15,6,7,0,0,0,83,7,0,0,<5,0,0,0,0,0
3321,0,0,101,0,36,<5,13,0,29,77,47,62,19,21,<5,5,0,163,19,<5,0,<5,0,0,<5,<5,7
3322,0,0,34,0,8,0,<5,0,14,12,7,13,<5,11,0,<5,0,58,<5,0,0,0,0,0,0,<5,0
3323,0,0,<5,0,<5,0,<5,0,<5,<5,<5,7,<5,<5,0,0,0,8,<5,0,0,0,0,0,0,<5,0
3324,0,0,103,0,21,<5,15,0,36,22,17,41,17,31,0,0,0,175,12,0,0,0,0,0,<5,<5,<5
3325,0,<5,89,0,14,<5,6,0,26,36,24,40,18,11,<5,<5,0,131,8,0,0,<5,0,0,<5,0,<5
