"","STE","Postcode","Bedrooms","Income","X2016_4"
"1717","NSW","Albury","1",5000,16.96832579
"1718","NSW","Armidale Dumaresq","1",5000,18.02884615
"1719","NSW","Ballina","1",5000,10.88534107
"1720","NSW","Balranald","1",5000,0
"1721","NSW","Bathurst Regional","1",5000,15.18218623
"1722","NSW","Bega Valley","1",5000,15.18218623
"1723","NSW","Bellingen","1",5000,0
"1724","NSW","Berrigan","1",5000,0
"1725","NSW","Bland","1",5000,0
"1726","NSW","Blayney","1",5000,0
"1727","NSW","Bogan","1",5000,0
"1728","NSW","Bombala","1",5000,0
"1729","NSW","Boorowa","1",5000,0
"1730","NSW","Bourke","1",5000,0
"1731","NSW","Brewarrina","1",5000,0
"1732","NSW","Broken Hill","1",5000,16.96832579
"1733","NSW","Byron","1",5000,8.241758242
"1734","NSW","Cabonne","1",5000,0
"1735","NSW","Carrathool","1",5000,0
"1736","NSW","Central Darling","1",5000,0
"1737","NSW","Cessnock","1",5000,14.56876457
"1738","NSW","Clarence Valley","1",5000,14.42307692
"1739","NSW","Cobar","1",5000,0
"1740","NSW","Coffs Harbour","1",5000,11.31221719
"1741","NSW","Conargo","1",5000,0
"1742","NSW","Coolamon","1",5000,0
"1743","NSW","Cooma-Monaro","1",5000,0
"1744","NSW","CoomaMonaro","1",5000,0
"1745","NSW","Coonamble","1",5000,0
"1746","NSW","Cootamundra","1",5000,0
"1747","NSW","Corowa Shire","1",5000,0
"1748","NSW","Cowra","1",5000,0
"1749","NSW","Deniliquin","1",5000,23.07692308
"1750","NSW","Dubbo","1",5000,13.11188811
"1751","NSW","Dungog","1",5000,0
"1752","NSW","Eurobodalla","1",5000,14.56876457
"1753","NSW","Forbes","1",5000,0
"1754","NSW","Gilgandra","1",5000,0
"1755","NSW","Glen Innes Severn","1",5000,23.07692308
"1756","NSW","Gloucester","1",5000,0
"1757","NSW","Goulburn Mulwaree","1",5000,15.18218623
"1758","NSW","Great Lakes","1",5000,13.73626374
"1759","NSW","Greater Hume Shire","1",5000,0
"1760","NSW","Greater Taree","1",5000,13.73626374
"1761","NSW","Griffith","1",5000,17.6970269
"1762","NSW","Gundagai","1",5000,0
"1763","NSW","Gunnedah","1",5000,0
"1764","NSW","Guyra","1",5000,0
"1765","NSW","Gwydir","1",5000,0
"1766","NSW","Harden","1",5000,0
"1767","NSW","Hastings","1",5000,0
"1768","NSW","Hay","1",5000,0
"1769","NSW","Inverell","1",5000,0
"1770","NSW","Jerilderie","1",5000,0
"1771","NSW","Junee","1",5000,0
"1772","NSW","Kempsey","1",5000,0
"1773","NSW","Kiama","1",5000,0
"1774","NSW","Kyogle","1",5000,0
"1775","NSW","Lachlan","1",5000,0
"1776","NSW","Leeton","1",5000,0
"1777","NSW","Lismore","1",5000,14.42307692
"1778","NSW","Lithgow","1",5000,15.18218623
"1779","NSW","Lithgow City","1",5000,0
"1780","NSW","Liverpool Plains","1",5000,0
"1781","NSW","Lockhart","1",5000,0
"1782","NSW","Mid-Western Regional","1",5000,0
"1783","NSW","MidWestern Regional","1",5000,15.18218623
"1784","NSW","Moree Plains","1",5000,20.6043956
"1785","NSW","Murray","1",5000,0
"1786","NSW","Murrumbidgee","1",5000,0
"1787","NSW","Muswellbrook","1",5000,0
"1788","NSW","Nambucca","1",5000,0
"1789","NSW","Narrabri","1",5000,18.02884615
"1790","NSW","Narrandera","1",5000,0
"1791","NSW","Narromine","1",5000,0
"1792","NSW","Oberon","1",5000,0
"1793","NSW","Orange","1",5000,13.73626374
"1794","NSW","Palerang","1",5000,0
"1795","NSW","Parkes","1",5000,0
"1796","NSW","Port Macquarie-Hastings","1",5000,0
"1797","NSW","Port MacquarieHastings","1",5000,13.11188811
"1798","NSW","Queanbeyan","1",5000,13.23218066
"1799","NSW","Richmond Valley","1",5000,16.48351648
"1800","NSW","Shoalhaven","1",5000,14.42307692
"1801","NSW","Singleton","1",5000,0
"1802","NSW","Snowy River","1",5000,14.42307692
"1803","NSW","Tamworth Regional","1",5000,15.18218623
"1804","NSW","Temora","1",5000,0
"1805","NSW","Tenterfield","1",5000,0
"1806","NSW","Tumbarumba","1",5000,0
"1807","NSW","Tumut","1",5000,0
"1808","NSW","Tumut Shire","1",5000,0
"1809","NSW","Tweed","1",5000,11.09467456
"1810","NSW","Unincorporated","1",5000,0
"1811","NSW","Upper Hunter Shire","1",5000,0
"1812","NSW","Upper Lachlan","1",5000,0
"1813","NSW","Uralla","1",5000,0
"1814","NSW","Urana","1",5000,0
"1815","NSW","Wagga Wagga","1",5000,16.96832579
"1816","NSW","Wakool","1",5000,0
"1817","NSW","Walcha","1",5000,0
"1818","NSW","Walgett","1",5000,0
"1819","NSW","Warren","1",5000,0
"1820","NSW","Warrumbungle Shire","1",5000,0
"1821","NSW","Weddin","1",5000,0
"1822","NSW","Wellington","1",5000,0
"1823","NSW","Wentworth","1",5000,0
"1824","NSW","Wingecarribee","1",5000,9.305210918
"1825","NSW","Yass Valley","1",5000,0
"1826","NSW","Young","1",5000,0
"2157","NSW","Albury","2",5000,13.11188811
"2158","NSW","Armidale Dumaresq","2",5000,12.27495908
"2159","NSW","Ballina","2",5000,8.484162896
"2160","NSW","Balranald","2",5000,0
"2161","NSW","Bathurst Regional","2",5000,11.53846154
"2162","NSW","Bega Valley","2",5000,11.09467456
"2163","NSW","Bellingen","2",5000,10.12145749
"2164","NSW","Berrigan","2",5000,15.59251559
"2165","NSW","Bland","2",5000,0
"2166","NSW","Blayney","2",5000,15.59251559
"2167","NSW","Bogan","2",5000,0
"2168","NSW","Bombala","2",5000,0
"2169","NSW","Boorowa","2",5000,0
"2170","NSW","Bourke","2",5000,0
"2171","NSW","Brewarrina","2",5000,0
"2172","NSW","Broken Hill","2",5000,14.42307692
"2173","NSW","Byron","2",5000,6.41025641
"2174","NSW","Cabonne","2",5000,0
"2175","NSW","Carrathool","2",5000,0
"2176","NSW","Central Darling","2",5000,0
"2177","NSW","Cessnock","2",5000,10.68376068
"2178","NSW","Clarence Valley","2",5000,10.96811933
"2179","NSW","Cobar","2",5000,18.02884615
"2180","NSW","Coffs Harbour","2",5000,9.305210918
"2181","NSW","Conargo","2",5000,0
"2182","NSW","Coolamon","2",5000,0
"2183","NSW","Cooma-Monaro","2",5000,0
"2184","NSW","CoomaMonaro","2",5000,16.96832579
"2185","NSW","Coonamble","2",5000,0
"2186","NSW","Cootamundra","2",5000,14.79289941
"2187","NSW","Corowa Shire","2",5000,15.59251559
"2188","NSW","Cowra","2",5000,14.56876457
"2189","NSW","Deniliquin","2",5000,16.02564103
"2190","NSW","Dubbo","2",5000,11.53846154
"2191","NSW","Dungog","2",5000,0
"2192","NSW","Eurobodalla","2",5000,11.09467456
"2193","NSW","Forbes","2",5000,15.34369885
"2194","NSW","Gilgandra","2",5000,0
"2195","NSW","Glen Innes Severn","2",5000,14.42307692
"2196","NSW","Gloucester","2",5000,0
"2197","NSW","Goulburn Mulwaree","2",5000,11.09467456
"2198","NSW","Great Lakes","2",5000,10.3021978
"2199","NSW","Greater Hume Shire","2",5000,0
"2200","NSW","Greater Taree","2",5000,11.53846154
"2201","NSW","Griffith","2",5000,13.11188811
"2202","NSW","Gundagai","2",5000,0
"2203","NSW","Gunnedah","2",5000,13.11188811
"2204","NSW","Guyra","2",5000,0
"2205","NSW","Gwydir","2",5000,0
"2206","NSW","Harden","2",5000,0
"2207","NSW","Hastings","2",5000,0
"2208","NSW","Hay","2",5000,0
"2209","NSW","Inverell","2",5000,13.41681574
"2210","NSW","Jerilderie","2",5000,0
"2211","NSW","Junee","2",5000,0
"2212","NSW","Kempsey","2",5000,11.53846154
"2213","NSW","Kiama","2",5000,6.868131868
"2214","NSW","Kyogle","2",5000,0
"2215","NSW","Lachlan","2",5000,0
"2216","NSW","Leeton","2",5000,16.02564103
"2217","NSW","Lismore","2",5000,10.76349024
"2218","NSW","Lithgow","2",5000,11.09467456
"2219","NSW","Lithgow City","2",5000,0
"2220","NSW","Liverpool Plains","2",5000,15.18218623
"2221","NSW","Lockhart","2",5000,0
"2222","NSW","Mid-Western Regional","2",5000,0
"2223","NSW","MidWestern Regional","2",5000,11.53846154
"2224","NSW","Moree Plains","2",5000,15.18218623
"2225","NSW","Murray","2",5000,12.54180602
"2226","NSW","Murrumbidgee","2",5000,0
"2227","NSW","Muswellbrook","2",5000,16.02564103
"2228","NSW","Nambucca","2",5000,11.53846154
"2229","NSW","Narrabri","2",5000,14.42307692
"2230","NSW","Narrandera","2",5000,0
"2231","NSW","Narromine","2",5000,0
"2232","NSW","Oberon","2",5000,0
"2233","NSW","Orange","2",5000,11.53846154
"2234","NSW","Palerang","2",5000,8.875739645
"2235","NSW","Parkes","2",5000,17.17032967
"2236","NSW","Port Macquarie-Hastings","2",5000,0
"2237","NSW","Port MacquarieHastings","2",5000,9.305210918
"2238","NSW","Queanbeyan","2",5000,9.615384615
"2239","NSW","Richmond Valley","2",5000,12.27495908
"2240","NSW","Shoalhaven","2",5000,10.12145749
"2241","NSW","Singleton","2",5000,13.11188811
"2242","NSW","Snowy River","2",5000,11.31221719
"2243","NSW","Tamworth Regional","2",5000,11.53846154
"2244","NSW","Temora","2",5000,0
"2245","NSW","Tenterfield","2",5000,16.20570441
"2246","NSW","Tumbarumba","2",5000,0
"2247","NSW","Tumut","2",5000,0
"2248","NSW","Tumut Shire","2",5000,14.42307692
"2249","NSW","Tweed","2",5000,8.241758242
"2250","NSW","Unincorporated","2",5000,0
"2251","NSW","Upper Hunter Shire","2",5000,13.73626374
"2252","NSW","Upper Lachlan","2",5000,0
"2253","NSW","Uralla","2",5000,0
"2254","NSW","Urana","2",5000,0
"2255","NSW","Wagga Wagga","2",5000,11.53846154
"2256","NSW","Wakool","2",5000,0
"2257","NSW","Walcha","2",5000,0
"2258","NSW","Walgett","2",5000,0
"2259","NSW","Warren","2",5000,0
"2260","NSW","Warrumbungle Shire","2",5000,0
"2261","NSW","Weddin","2",5000,0
"2262","NSW","Wellington","2",5000,16.96832579
"2263","NSW","Wentworth","2",5000,16.02564103
"2264","NSW","Wingecarribee","2",5000,7.796257796
"2265","NSW","Yass Valley","2",5000,9.305210918
"2266","NSW","Young","2",5000,13.11188811
"2597","NSW","Albury","3",5000,9.946949602
"2598","NSW","Armidale Dumaresq","3",5000,8.741258741
"2599","NSW","Ballina","3",5000,6.339814032
"2600","NSW","Balranald","3",5000,0
"2601","NSW","Bathurst Regional","3",5000,8.741258741
"2602","NSW","Bega Valley","3",5000,8.484162896
"2603","NSW","Bellingen","3",5000,8.12567714
"2604","NSW","Berrigan","3",5000,13.11188811
"2605","NSW","Bland","3",5000,12.01923077
"2606","NSW","Blayney","3",5000,10.68376068
"2607","NSW","Bogan","3",5000,0
"2608","NSW","Bombala","3",5000,0
"2609","NSW","Boorowa","3",5000,0
"2610","NSW","Bourke","3",5000,0
"2611","NSW","Brewarrina","3",5000,0
"2612","NSW","Broken Hill","3",5000,12.01923077
"2613","NSW","Byron","3",5000,4.744433198
"2614","NSW","Cabonne","3",5000,10.68376068
"2615","NSW","Carrathool","3",5000,0
"2616","NSW","Central Darling","3",5000,0
"2617","NSW","Cessnock","3",5000,9.157509158
"2618","NSW","Clarence Valley","3",5000,8.741258741
"2619","NSW","Cobar","3",5000,13.73626374
"2620","NSW","Coffs Harbour","3",5000,7.211538462
"2621","NSW","Conargo","3",5000,0
"2622","NSW","Coolamon","3",5000,0
"2623","NSW","Cooma-Monaro","3",5000,0
"2624","NSW","CoomaMonaro","3",5000,11.09467456
"2625","NSW","Coonamble","3",5000,13.11188811
"2626","NSW","Cootamundra","3",5000,10.96811933
"2627","NSW","Corowa Shire","3",5000,11.77394035
"2628","NSW","Cowra","3",5000,12.27495908
"2629","NSW","Deniliquin","3",5000,11.09467456
"2630","NSW","Dubbo","3",5000,9.014423077
"2631","NSW","Dungog","3",5000,8.741258741
"2632","NSW","Eurobodalla","3",5000,8.484162896
"2633","NSW","Forbes","3",5000,11.09467456
"2634","NSW","Gilgandra","3",5000,13.73626374
"2635","NSW","Glen Innes Severn","3",5000,10.88534107
"2636","NSW","Gloucester","3",5000,9.946949602
"2637","NSW","Goulburn Mulwaree","3",5000,8.741258741
"2638","NSW","Great Lakes","3",5000,8.012820513
"2639","NSW","Greater Hume Shire","3",5000,13.11188811
"2640","NSW","Greater Taree","3",5000,8.741258741
"2641","NSW","Griffith","3",5000,10.3021978
"2642","NSW","Gundagai","3",5000,0
"2643","NSW","Gunnedah","3",5000,9.157509158
"2644","NSW","Guyra","3",5000,10.3021978
"2645","NSW","Gwydir","3",5000,0
"2646","NSW","Harden","3",5000,0
"2647","NSW","Hastings","3",5000,0
"2648","NSW","Hay","3",5000,13.11188811
"2649","NSW","Inverell","3",5000,10.48951049
"2650","NSW","Jerilderie","3",5000,0
"2651","NSW","Junee","3",5000,11.09467456
"2652","NSW","Kempsey","3",5000,9.305210918
"2653","NSW","Kiama","3",5000,6.009615385
"2654","NSW","Kyogle","3",5000,11.31221719
"2655","NSW","Lachlan","3",5000,13.41681574
"2656","NSW","Leeton","3",5000,11.09467456
"2657","NSW","Lismore","3",5000,8.241758242
"2658","NSW","Lithgow","3",5000,9.778357236
"2659","NSW","Lithgow City","3",5000,0
"2660","NSW","Liverpool Plains","3",5000,11.09467456
"2661","NSW","Lockhart","3",5000,0
"2662","NSW","Mid-Western Regional","3",5000,0
"2663","NSW","MidWestern Regional","3",5000,9.014423077
"2664","NSW","Moree Plains","3",5000,10.88534107
"2665","NSW","Murray","3",5000,8.741258741
"2666","NSW","Murrumbidgee","3",5000,0
"2667","NSW","Muswellbrook","3",5000,11.53846154
"2668","NSW","Nambucca","3",5000,8.741258741
"2669","NSW","Narrabri","3",5000,9.014423077
"2670","NSW","Narrandera","3",5000,0
"2671","NSW","Narromine","3",5000,11.53846154
"2672","NSW","Oberon","3",5000,10.3021978
"2673","NSW","Orange","3",5000,9.014423077
"2674","NSW","Palerang","3",5000,7.396449704
"2675","NSW","Parkes","3",5000,11.53846154
"2676","NSW","Port Macquarie-Hastings","3",5000,0
"2677","NSW","Port MacquarieHastings","3",5000,7.211538462
"2678","NSW","Queanbeyan","3",5000,6.41025641
"2679","NSW","Richmond Valley","3",5000,9.615384615
"2680","NSW","Shoalhaven","3",5000,8.241758242
"2681","NSW","Singleton","3",5000,8.741258741
"2682","NSW","Snowy River","3",5000,8.241758242
"2683","NSW","Tamworth Regional","3",5000,9.157509158
"2684","NSW","Temora","3",5000,12.01923077
"2685","NSW","Tenterfield","3",5000,13.11188811
"2686","NSW","Tumbarumba","3",5000,0
"2687","NSW","Tumut","3",5000,0
"2688","NSW","Tumut Shire","3",5000,11.53846154
"2689","NSW","Tweed","3",5000,6.631299735
"2690","NSW","Unincorporated","3",5000,0
"2691","NSW","Upper Hunter Shire","3",5000,10.88534107
"2692","NSW","Upper Lachlan","3",5000,0
"2693","NSW","Uralla","3",5000,10.12145749
"2694","NSW","Urana","3",5000,0
"2695","NSW","Wagga Wagga","3",5000,9.014423077
"2696","NSW","Wakool","3",5000,0
"2697","NSW","Walcha","3",5000,0
"2698","NSW","Walgett","3",5000,0
"2699","NSW","Warren","3",5000,0
"2700","NSW","Warrumbungle Shire","3",5000,12.54180602
"2701","NSW","Weddin","3",5000,0
"2702","NSW","Wellington","3",5000,12.27495908
"2703","NSW","Wentworth","3",5000,12.27495908
"2704","NSW","Wingecarribee","3",5000,6.41025641
"2705","NSW","Yass Valley","3",5000,8.484162896
"2706","NSW","Young","3",5000,10.48951049
"3037","NSW","Albury","4",5000,7.796257796
"3038","NSW","Armidale Dumaresq","4",5000,6.868131868
"3039","NSW","Ballina","4",5000,4.973474801
"3040","NSW","Balranald","4",5000,0
"3041","NSW","Bathurst Regional","4",5000,7.211538462
"3042","NSW","Bega Valley","4",5000,8.012820513
"3043","NSW","Bellingen","4",5000,6.868131868
"3044","NSW","Berrigan","4",5000,0
"3045","NSW","Bland","4",5000,0
"3046","NSW","Blayney","4",5000,8.361204013
"3047","NSW","Bogan","4",5000,0
"3048","NSW","Bombala","4",5000,0
"3049","NSW","Boorowa","4",5000,0
"3050","NSW","Bourke","4",5000,0
"3051","NSW","Brewarrina","4",5000,0
"3052","NSW","Broken Hill","4",5000,8.794559099
"3053","NSW","Byron","4",5000,3.846153846
"3054","NSW","Cabonne","4",5000,0
"3055","NSW","Carrathool","4",5000,0
"3056","NSW","Central Darling","4",5000,0
"3057","NSW","Cessnock","4",5000,7.396449704
"3058","NSW","Clarence Valley","4",5000,7.211538462
"3059","NSW","Cobar","4",5000,10.01602564
"3060","NSW","Coffs Harbour","4",5000,6.009615385
"3061","NSW","Conargo","4",5000,0
"3062","NSW","Coolamon","4",5000,0
"3063","NSW","Cooma-Monaro","4",5000,0
"3064","NSW","CoomaMonaro","4",5000,0
"3065","NSW","Coonamble","4",5000,0
"3066","NSW","Cootamundra","4",5000,0
"3067","NSW","Corowa Shire","4",5000,9.845103702
"3068","NSW","Cowra","4",5000,0
"3069","NSW","Deniliquin","4",5000,0
"3070","NSW","Dubbo","4",5000,7.591093117
"3071","NSW","Dungog","4",5000,0
"3072","NSW","Eurobodalla","4",5000,7.211538462
"3073","NSW","Forbes","4",5000,0
"3074","NSW","Gilgandra","4",5000,0
"3075","NSW","Glen Innes Severn","4",5000,10.12145749
"3076","NSW","Gloucester","4",5000,9.014423077
"3077","NSW","Goulburn Mulwaree","4",5000,7.03564728
"3078","NSW","Great Lakes","4",5000,7.157854552
"3079","NSW","Greater Hume Shire","4",5000,0
"3080","NSW","Greater Taree","4",5000,7.211538462
"3081","NSW","Griffith","4",5000,7.591093117
"3082","NSW","Gundagai","4",5000,0
"3083","NSW","Gunnedah","4",5000,7.396449704
"3084","NSW","Guyra","4",5000,0
"3085","NSW","Gwydir","4",5000,0
"3086","NSW","Harden","4",5000,0
"3087","NSW","Hastings","4",5000,0
"3088","NSW","Hay","4",5000,0
"3089","NSW","Inverell","4",5000,9.365634366
"3090","NSW","Jerilderie","4",5000,0
"3091","NSW","Junee","4",5000,0
"3092","NSW","Kempsey","4",5000,7.531632858
"3093","NSW","Kiama","4",5000,4.807692308
"3094","NSW","Kyogle","4",5000,0
"3095","NSW","Lachlan","4",5000,0
"3096","NSW","Leeton","4",5000,0
"3097","NSW","Lismore","4",5000,6.950880445
"3098","NSW","Lithgow","4",5000,0
"3099","NSW","Lithgow City","4",5000,0
"3100","NSW","Liverpool Plains","4",5000,0
"3101","NSW","Lockhart","4",5000,0
"3102","NSW","Mid-Western Regional","4",5000,0
"3103","NSW","MidWestern Regional","4",5000,7.211538462
"3104","NSW","Moree Plains","4",5000,8.012820513
"3105","NSW","Murray","4",5000,6.950880445
"3106","NSW","Murrumbidgee","4",5000,0
"3107","NSW","Muswellbrook","4",5000,9.615384615
"3108","NSW","Nambucca","4",5000,7.396449704
"3109","NSW","Narrabri","4",5000,8.241758242
"3110","NSW","Narrandera","4",5000,0
"3111","NSW","Narromine","4",5000,0
"3112","NSW","Oberon","4",5000,0
"3113","NSW","Orange","4",5000,7.211538462
"3114","NSW","Palerang","4",5000,5.151098901
"3115","NSW","Parkes","4",5000,9.305210918
"3116","NSW","Port Macquarie-Hastings","4",5000,0
"3117","NSW","Port MacquarieHastings","4",5000,5.947660587
"3118","NSW","Queanbeyan","4",5000,5.060728745
"3119","NSW","Richmond Valley","4",5000,8.40995739
"3120","NSW","Shoalhaven","4",5000,6.555944056
"3121","NSW","Singleton","4",5000,7.211538462
"3122","NSW","Snowy River","4",5000,6.41025641
"3123","NSW","Tamworth Regional","4",5000,7.492507493
"3124","NSW","Temora","4",5000,0
"3125","NSW","Tenterfield","4",5000,0
"3126","NSW","Tumbarumba","4",5000,0
"3127","NSW","Tumut","4",5000,0
"3128","NSW","Tumut Shire","4",5000,9.778357236
"3129","NSW","Tweed","4",5000,5.060728745
"3130","NSW","Unincorporated","4",5000,0
"3131","NSW","Upper Hunter Shire","4",5000,9.014423077
"3132","NSW","Upper Lachlan","4",5000,0
"3133","NSW","Uralla","4",5000,8.610792193
"3134","NSW","Urana","4",5000,0
"3135","NSW","Wagga Wagga","4",5000,7.03564728
"3136","NSW","Wakool","4",5000,0
"3137","NSW","Walcha","4",5000,0
"3138","NSW","Walgett","4",5000,0
"3139","NSW","Warren","4",5000,0
"3140","NSW","Warrumbungle Shire","4",5000,0
"3141","NSW","Weddin","4",5000,0
"3142","NSW","Wellington","4",5000,0
"3143","NSW","Wentworth","4",5000,0
"3144","NSW","Wingecarribee","4",5000,4.652605459
"3145","NSW","Yass Valley","4",5000,0
"3146","NSW","Young","4",5000,8.930697785
"6940","NSW","Albury","1",10000,33.93665158
"6941","NSW","Armidale Dumaresq","1",10000,36.05769231
"6942","NSW","Ballina","1",10000,21.77068215
"6943","NSW","Balranald","1",10000,0
"6944","NSW","Bathurst Regional","1",10000,30.36437247
"6945","NSW","Bega Valley","1",10000,30.36437247
"6946","NSW","Bellingen","1",10000,0
"6947","NSW","Berrigan","1",10000,0
"6948","NSW","Bland","1",10000,0
"6949","NSW","Blayney","1",10000,0
"6950","NSW","Bogan","1",10000,0
"6951","NSW","Bombala","1",10000,0
"6952","NSW","Boorowa","1",10000,0
"6953","NSW","Bourke","1",10000,0
"6954","NSW","Brewarrina","1",10000,0
"6955","NSW","Broken Hill","1",10000,33.93665158
"6956","NSW","Byron","1",10000,16.48351648
"6957","NSW","Cabonne","1",10000,0
"6958","NSW","Carrathool","1",10000,0
"6959","NSW","Central Darling","1",10000,0
"6960","NSW","Cessnock","1",10000,29.13752914
"6961","NSW","Clarence Valley","1",10000,28.84615385
"6962","NSW","Cobar","1",10000,0
"6963","NSW","Coffs Harbour","1",10000,22.62443439
"6964","NSW","Conargo","1",10000,0
"6965","NSW","Coolamon","1",10000,0
"6966","NSW","Cooma-Monaro","1",10000,0
"6967","NSW","CoomaMonaro","1",10000,0
"6968","NSW","Coonamble","1",10000,0
"6969","NSW","Cootamundra","1",10000,0
"6970","NSW","Corowa Shire","1",10000,0
"6971","NSW","Cowra","1",10000,0
"6972","NSW","Deniliquin","1",10000,46.15384615
"6973","NSW","Dubbo","1",10000,26.22377622
"6974","NSW","Dungog","1",10000,0
"6975","NSW","Eurobodalla","1",10000,29.13752914
"6976","NSW","Forbes","1",10000,0
"6977","NSW","Gilgandra","1",10000,0
"6978","NSW","Glen Innes Severn","1",10000,46.15384615
"6979","NSW","Gloucester","1",10000,0
"6980","NSW","Goulburn Mulwaree","1",10000,30.36437247
"6981","NSW","Great Lakes","1",10000,27.47252747
"6982","NSW","Greater Hume Shire","1",10000,0
"6983","NSW","Greater Taree","1",10000,27.47252747
"6984","NSW","Griffith","1",10000,35.3940538
"6985","NSW","Gundagai","1",10000,0
"6986","NSW","Gunnedah","1",10000,0
"6987","NSW","Guyra","1",10000,0
"6988","NSW","Gwydir","1",10000,0
"6989","NSW","Harden","1",10000,0
"6990","NSW","Hastings","1",10000,0
"6991","NSW","Hay","1",10000,0
"6992","NSW","Inverell","1",10000,0
"6993","NSW","Jerilderie","1",10000,0
"6994","NSW","Junee","1",10000,0
"6995","NSW","Kempsey","1",10000,0
"6996","NSW","Kiama","1",10000,0
"6997","NSW","Kyogle","1",10000,0
"6998","NSW","Lachlan","1",10000,0
"6999","NSW","Leeton","1",10000,0
"7000","NSW","Lismore","1",10000,28.84615385
"7001","NSW","Lithgow","1",10000,30.36437247
"7002","NSW","Lithgow City","1",10000,0
"7003","NSW","Liverpool Plains","1",10000,0
"7004","NSW","Lockhart","1",10000,0
"7005","NSW","Mid-Western Regional","1",10000,0
"7006","NSW","MidWestern Regional","1",10000,30.36437247
"7007","NSW","Moree Plains","1",10000,41.20879121
"7008","NSW","Murray","1",10000,0
"7009","NSW","Murrumbidgee","1",10000,0
"7010","NSW","Muswellbrook","1",10000,0
"7011","NSW","Nambucca","1",10000,0
"7012","NSW","Narrabri","1",10000,36.05769231
"7013","NSW","Narrandera","1",10000,0
"7014","NSW","Narromine","1",10000,0
"7015","NSW","Oberon","1",10000,0
"7016","NSW","Orange","1",10000,27.47252747
"7017","NSW","Palerang","1",10000,0
"7018","NSW","Parkes","1",10000,0
"7019","NSW","Port Macquarie-Hastings","1",10000,0
"7020","NSW","Port MacquarieHastings","1",10000,26.22377622
"7021","NSW","Queanbeyan","1",10000,26.46436133
"7022","NSW","Richmond Valley","1",10000,32.96703297
"7023","NSW","Shoalhaven","1",10000,28.84615385
"7024","NSW","Singleton","1",10000,0
"7025","NSW","Snowy River","1",10000,28.84615385
"7026","NSW","Tamworth Regional","1",10000,30.36437247
"7027","NSW","Temora","1",10000,0
"7028","NSW","Tenterfield","1",10000,0
"7029","NSW","Tumbarumba","1",10000,0
"7030","NSW","Tumut","1",10000,0
"7031","NSW","Tumut Shire","1",10000,0
"7032","NSW","Tweed","1",10000,22.18934911
"7033","NSW","Unincorporated","1",10000,0
"7034","NSW","Upper Hunter Shire","1",10000,0
"7035","NSW","Upper Lachlan","1",10000,0
"7036","NSW","Uralla","1",10000,0
"7037","NSW","Urana","1",10000,0
"7038","NSW","Wagga Wagga","1",10000,33.93665158
"7039","NSW","Wakool","1",10000,0
"7040","NSW","Walcha","1",10000,0
"7041","NSW","Walgett","1",10000,0
"7042","NSW","Warren","1",10000,0
"7043","NSW","Warrumbungle Shire","1",10000,0
"7044","NSW","Weddin","1",10000,0
"7045","NSW","Wellington","1",10000,0
"7046","NSW","Wentworth","1",10000,0
"7047","NSW","Wingecarribee","1",10000,18.61042184
"7048","NSW","Yass Valley","1",10000,0
"7049","NSW","Young","1",10000,0
"7380","NSW","Albury","2",10000,26.22377622
"7381","NSW","Armidale Dumaresq","2",10000,24.54991817
"7382","NSW","Ballina","2",10000,16.96832579
"7383","NSW","Balranald","2",10000,0
"7384","NSW","Bathurst Regional","2",10000,23.07692308
"7385","NSW","Bega Valley","2",10000,22.18934911
"7386","NSW","Bellingen","2",10000,20.24291498
"7387","NSW","Berrigan","2",10000,31.18503119
"7388","NSW","Bland","2",10000,0
"7389","NSW","Blayney","2",10000,31.18503119
"7390","NSW","Bogan","2",10000,0
"7391","NSW","Bombala","2",10000,0
"7392","NSW","Boorowa","2",10000,0
"7393","NSW","Bourke","2",10000,0
"7394","NSW","Brewarrina","2",10000,0
"7395","NSW","Broken Hill","2",10000,28.84615385
"7396","NSW","Byron","2",10000,12.82051282
"7397","NSW","Cabonne","2",10000,0
"7398","NSW","Carrathool","2",10000,0
"7399","NSW","Central Darling","2",10000,0
"7400","NSW","Cessnock","2",10000,21.36752137
"7401","NSW","Clarence Valley","2",10000,21.93623867
"7402","NSW","Cobar","2",10000,36.05769231
"7403","NSW","Coffs Harbour","2",10000,18.61042184
"7404","NSW","Conargo","2",10000,0
"7405","NSW","Coolamon","2",10000,0
"7406","NSW","Cooma-Monaro","2",10000,0
"7407","NSW","CoomaMonaro","2",10000,33.93665158
"7408","NSW","Coonamble","2",10000,0
"7409","NSW","Cootamundra","2",10000,29.58579882
"7410","NSW","Corowa Shire","2",10000,31.18503119
"7411","NSW","Cowra","2",10000,29.13752914
"7412","NSW","Deniliquin","2",10000,32.05128205
"7413","NSW","Dubbo","2",10000,23.07692308
"7414","NSW","Dungog","2",10000,0
"7415","NSW","Eurobodalla","2",10000,22.18934911
"7416","NSW","Forbes","2",10000,30.68739771
"7417","NSW","Gilgandra","2",10000,0
"7418","NSW","Glen Innes Severn","2",10000,28.84615385
"7419","NSW","Gloucester","2",10000,0
"7420","NSW","Goulburn Mulwaree","2",10000,22.18934911
"7421","NSW","Great Lakes","2",10000,20.6043956
"7422","NSW","Greater Hume Shire","2",10000,0
"7423","NSW","Greater Taree","2",10000,23.07692308
"7424","NSW","Griffith","2",10000,26.22377622
"7425","NSW","Gundagai","2",10000,0
"7426","NSW","Gunnedah","2",10000,26.22377622
