Age.Pension,Disability.Support.Pension,Wife.Pension_Age.Pension,Wife.Pension_Disability.Support.Pension,Combined
4109720.6253832253,768841.3241005,3931.9487999999997,2697.1439012345672,4885191.04218496
8567998.410332901,2540486.6217724998,21407.276800000003,14641.638320987653,11144533.947226388
2254035.832443871,909688.2373413888,5679.4816,7320.8191604938265,3176724.3705457537
882608.84712,466776.9129233888,3058.1823999999997,3853.062716049382,1356297.0051594384
392270.59871999995,162765.29454577775,2184.4159999999997,1926.531358024691,559146.8406238024
98067.64967999999,40691.32363644444,436.88319999999993,770.6125432098764,139966.4690596543
